Suite, Main-Scenario, Sub-Scenario, Test, Parameter, Status, Owner, Bug/Auton, Comments
Test Setup, TestSetup, TestSetup.AddAlien, AddRequiredAlienInServer,  , passed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.LayoutTemplateGUI, Verify_Layout_All_Node_Type,  "Site-2"- "Auto"- "Auto"- "M6.xml" , failed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.LayoutTemplateGUI, Verify_Layout_All_Node_Type,  "Site-3"- "Auto"- "Auto"- "M15.xml" , failed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.LayoutTemplateGUI, Verify_Layout_All_Node_Type,  "Site-4"- "Auto"- "NA"- "OLA_Site_M6_Templte.xml" , passed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.LayoutTemplateGUI, Verify_Layout_All_Node_Type,  "Site-5"- "Auto"- "NA"- "OLA_Site_M15_Templte.xml" , passed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.LayoutTemplateGUI, Verify_Layout_All_Node_Type,  "Site-6"- "Small Site � NCS4016"- "Auto"- "M15.xml" , failed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.LayoutTemplateGUI, Verify_force_diffrent_LT_in_Siteproperties_window_which_the_LT_is_already_forcedin_existing_site,  "Site-1"- "Large CO � NCS4016"- "Auto"- "M15.xml" , failed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.LayoutTemplateGUI, Verify_force_diffrent_LT_in_Siteproperties_window_which_the_LT_is_already_forcedin_existing_site,  "Site-2"- "Auto"- "Auto"- "M15.xml" , failed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.LayoutTemplateGUI, Verify_force_diffrent_LT_in_Siteproperties_window_which_the_LT_is_already_forcedin_existing_site,  "Site-3"- "Auto"- "Auto"- "M6.xml" , failed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.LayoutTemplateGUI, Verify_force_diffrent_LT_in_Siteproperties_window_which_the_LT_is_already_forcedin_existing_site,  "Site-4"- "Auto"- "NA"- "OLA_Site_M15_Templte.xml" , passed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.LayoutTemplateGUI, Verify_force_diffrent_LT_in_Siteproperties_window_which_the_LT_is_already_forcedin_existing_site,  "Site-5"- "Auto"- "NA"- "OLA_Site_M6_Templte.xml" , passed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.LayoutTemplateGUI, Verify_force_diffrent_LT_in_Siteproperties_window_which_the_LT_is_already_forcedin_existing_site,  "Site-6"- "Small Site � NCS4016"- "Auto"- "M6.xml" , failed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.LayoutTemplateGUI, Verify_Duplicate_Error_Message_When_same_Template_name_Applied,  , failed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.ExportReports, Verify_Export_Layout_Png,  , failed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.ExportReports, Verification_BOM_Imported_Network,  , failed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.RBACTest, Verify_Sharing_network_with_Designer_Planner_and_readonly_users,  "reader_share" , failed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.RBACTest, Verify_Sharing_network_with_Designer_Planner_and_readonly_users,  "planner_share" , failed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.RBACTest, Verify_Sharing_network_with_Designer_Planner_and_readonly_users,  "designer_share" , failed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.RBACTest, Verify_Layout_Template_Access_with_Readonly_users,  "reader_share" , passed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.RBACTest, Verify_Layout_Template_Access_to_download_Template_with_Designer_Planner_users,  "planner_share" , failed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.RBACTest, Verify_Layout_Template_Access_to_download_Template_with_Designer_Planner_users,  "designer_share" , failed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.RBACTest, Verify_Admin_will_share_Design_network_for_Planner_and_analyze_the_network,  "planner_share" , failed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.RBACTest, Verify_Admin_with_share_for_Planner_and_analyze_the_network_when_admin_delete_LT_AFTER_share,  "planner_share" , failed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.RBACTest, Verify_Sharing_network_with_Designer_Planner_and_readonly_users_verify_site_property,  "reader_share" , failed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.RBACTest, Verify_Sharing_network_with_Designer_Planner_and_readonly_users_verify_site_property,  "planner_share" , failed
LayoutTemplate Suite, Layout Test, LayoutTemplateSuite.RBACTest, Verify_Sharing_network_with_Designer_Planner_and_readonly_users_verify_site_property,  "designer_share" , failed
LayoutTemplate Suite, Connection Test After Tempalte Applied, genericTestGenerator.GMPOAuto, Verify,  "Verify Connection"- "Row_2"- "LayoutTemplate"- "TestCases"- "connection" , failed
LayoutTemplate Suite, Apply Template and Share, genericTestGenerator.GMPOAuto, Verify,  "Admin Share a network with layout template applied"- "Row_2"- "LayoutTemplate"- "TestCases"- "share" , failed
LayoutTemplate Suite, Apply Template and Share, genericTestGenerator.GMPOAuto, Verify,  "Planner got the shared network with template applied and able to analyze  the same after save as"- "Row_10"- "LayoutTemplate"- "TestCases"- "share" , failed
LayoutTemplate Suite, Apply Template and Share, genericTestGenerator.GMPOAuto, Verify,  "Designer able to get the shared network with same forced property"- "Row_19"- "LayoutTemplate"- "TestCases"- "share" , failed
LayoutTemplate Suite, Apply Template and Share, genericTestGenerator.GMPOAuto, Verify,  "Reader able to get the shared network with same forced property"- "Row_24"- "LayoutTemplate"- "TestCases"- "share" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_Warning_Message_For_Wrong_File_Type_Upload,  "Batch_Command"- "Give valid file" , passed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_Warning_Message_For_Wrong_File_Type_Upload,  "PLDT-BOM-Submission-March-2019.mpz"- "Give valid file" , passed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_Warning_Message_For_Wrong_File_Type_Upload,  "textinvalid"- "Give valid file" , passed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_Warning_Message_For_Wrong_File_Type_Upload,  "10-Nov-18_Bill_Recipt"- "Give valid file" , passed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "TNCS_O_Controler_Wrong_Side"- "Site-1"- "TNCS-O_Controler_Wrong_Side_label.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "M6_chassis_position_change"- "Site-1"- "M6_Chassis_Position_to_100.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "M6_chassis_Shelf_change"- "Site-1"- "M6_Chassis_shelf_Position_to_100.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "Invalid_Rack_ID_M6_Chassis"- "Site-1"- "Invalid_Rack_ID_M6_Chassis_Changed_Rack_id_1_to_70.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "M6_Chassis_DC40_Power_Missing"- "Site-1"- "M6_Chassis_DC40 Power_Missing.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "M6_Chassis_Given_Wrong_SMR"- "Site-1"- "M6_Chassis_Given_Wrong_SMR_card_name.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "TNCS_O_Controler_Wrong_Position"- "Site-2"- "TNCS-O_Controler_Wrong_Position.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "M6_Chassis_SMR_card_set_blank"- "Site-1"- "M6_Chassis_SMR_card_id_set_to_blank.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "M6_Chassis_SMR_set_wrong_pos"- "Site-1"- "M6_Chassis_SMR_card_set_to_wrong_position.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "M6_Chassis_Type_Blank"- "Site-1"- "M6_Chassis_Type_Blank.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "Raman_GMPO_Card_label_missing"- "Site-1"- "M6_Chassis_Type_Raman_GMPO_Card_label_missing.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "Raman_GMPO_Card_position_set_600"- "Site-1"- "M6_Chassis_Type_Raman_GMPO_Card_position_set_600.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "Raman_GMPO_Value_missing"- "Site-1"- "M6_Chassis_Type_Raman_GMPO_Value_missing.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "M15_Chassis_Position_to_1000"- "Site-1"- "M15_Chassis_Type_20SMR_card_Position_set_to1000.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "M15_Chassis_SideIndex_missing"- "Site-1"- "M15_Chassis_Type_NCS2K-MF-UPG-4_SideIndex_missing.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "M15_Chassis_Type_Set_Blank"- "Site-1"- "M15_Chassis_Type_Set_Blank.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "M15_Chassis_Type_Tncs_0_port"- "Site-2"- "M15_Chassis_Type_Tncs-0_port_missing.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "M15_Chassis_Type_Upg4_set_blank"- "Site-2"- "M15_Chassis_Type_Upg4_card_value_blank.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "MF10-6RU_Position_missing"- "Site-2"- "MF10-6RU_Position_missing.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "NCS2K_16_AD_CCOFS_card_id_mis"- "Site-2"- "NCS2K-16-AD-CCOFS_card_id_missing.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "NCS2K_16_AD_CCOFS_card_missing"- "Site-2"- "NCS2K-16-AD-CCOFS_card_missing.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "NCS2K_16_AD_CCOFS_label_missing"- "Site-2"- "NCS2K-16-AD-CCOFS_label_value_missing.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "NCS2K_16_AD-CCOFS_pos_set_700"- "Site-2"- "NCS2K-16-AD-CCOFS_position_given_700.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "NCS2K_DEG_5Sides_label_missing"- "Site-2"- "NCS2K-MF-DEG-5_ConnectionSides_label_missing.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "NCS2K_MF_DEG_5_Pos_value_miss"- "Site-2"- "NCS2K-MF-DEG-5_Possition_value_missing.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "NCS2K_MF_MPO_16LC_Missing_value"- "Site-2"- "NCS2K-MF-MPO-16LC_Missing_card_number_value_to_blank.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "NCS2K_MF_Position_Wrong_900"- "Site-2"- "NCS2K-MF-MPO-16LC_Slot_Position_Wrong_900.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "NCS2K_MF_MPO_16LC_site_lab_w"- "Site-2"- "NCS2K-MF-MPO-16LC_Wrong_Site_Label_maked_Blank.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "NCS2K_MF_UPG_4_label_missing"- "Site-2"- "NCS2K-MF-UPG-4_ConnectionSides_label_missing.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "NCS2K_MF_UPG_4_Position_missing"- "Site-2"- "NCS2K-MF-UPG-4_Positionl_missing.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "NCS2KMF_UPG_4_wrong_card_id"- "Site-2"- "NCS2K-MF-UPG-4_wrong_card_id.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "PDP_missing_M6_Chassis_type"- "Site-2"- "PDP_missing_M6_Chassis_type.xml" , failed
LayoutTemplate Suite, Test Error Messge with wrong template Applied, LayoutTemplateSuite.InvalidTempalteTest, Verify_ErrorMessage_When_Incorrect_Template_Applied,  "TNCS_O_Controler_card_missing"- "Site-2"- "TNCS-O_Controler_card_missing.xml" , failed
LayoutTemplate Suite, Apply Template And Analyze, genericTestGenerator.GMPOAuto, Verify,  "Apply tempalte and force the Equipment configuration and PreequipDegree propeerty also."- "Row_2"- "LayoutTemplate"- "TestCases"- "Apply_Template_analyze" , failed
LayoutTemplate Suite, Apply Template And Analyze, genericTestGenerator.GMPOAuto, Verify,  "Apply template with different controller card type."- "Row_13"- "LayoutTemplate"- "TestCases"- "Apply_Template_analyze" , failed
LayoutTemplate Suite, Apply Template And Analyze, genericTestGenerator.GMPOAuto, Verify,  "Apply layout template on the Line node- scalable up to 2"- "Row_31"- "LayoutTemplate"- "TestCases"- "Apply_Template_analyze" , failed
LayoutTemplate Suite, Apply Template And Analyze, genericTestGenerator.GMPOAuto, Verify,  "Apply new template on top of already applied template"- "Row_40"- "LayoutTemplate"- "TestCases"- "Apply_Template_analyze" , failed
Defect Automation Suite GMPO_REL_324, User Signup, genericTestGenerator.UserSignup, userSignUp,  "bugtest"- "bugtest" , passed
Defect Automation Suite GMPO_REL_324, Defect Cases, defectAutomation.DefectTestCases, CSCvj78995,  , passed
Defect Automation Suite GMPO_REL_324, Defect Cases, defectAutomation.DefectTestCases, CSCvj89087,  , passed
Defect Automation Suite GMPO_REL_324, Defect Cases, defectAutomation.DefectTestCases, CSCvk63206,  , failed
Defect Automation Suite GMPO_REL_324, Defect Cases, defectAutomation.DefectTestCases, CSCvk52594,  , passed
Defect Automation Suite GMPO_REL_324, Defect Cases, defectAutomation.DefectTestCases, CSCvm47628,  , passed
Defect Automation Suite GMPO_REL_324, Defect Cases, defectAutomation.DefectTestCases, CSCvm65272,  , passed
Defect Automation Suite GMPO_REL_324, Defect Cases, defectAutomation.DefectTestCases, CSCvm00763,  , failed
Defect Automation Suite GMPO_REL_324, Defect Cases, defectAutomation.DefectTestCases, CSCvm00763_OLA,  , passed
Defect Automation Suite GMPO_REL_324, Defect Cases, defectAutomation.DefectTestCases, CSCvm59941,  , failed
Defect Automation Suite GMPO_REL_324, Defect Cases, defectAutomation.DefectTestCases, CSCvm38934,  , passed
Defect Automation Suite GMPO_REL_324, Defect Cases, defectAutomation.DefectTestCases, CSCvm67754,  , passed
Defect Automation Suite GMPO_REL_324, Defect Cases, defectAutomation.DefectTestCases, CSCvj78831,  , passed
Defect Automation Suite GMPO_REL_324, Defect Cases, defectAutomation.DefectTestCases, Verify_Warning_Message_when_User_switch_between_Projects,  , failed
Optical Test, OpticalReport User Signup, genericTestGenerator.UserSignup, userSignUp,  "OpticalReport"- "OpticalReport" , passed
Optical Test, Optical Report Import Network, opticalTestSuite.ImportAndAnalyzeNetworks, importMPZNetwork,  "C:\\GMPOautomation\\NGGMPODriver\\Input\\OpticalReport\\Networks\\MPZ_Import\\GMPO_Controller Nets.mpz" , passed
Optical Test, Optical Report Import Network, opticalTestSuite.ImportAndAnalyzeNetworks, importMPZNetwork,  "C:\\GMPOautomation\\NGGMPODriver\\Input\\OpticalReport\\Networks\\MPZ_Import\\Line_ExtraShelf.mpz" , passed
Optical Test, Optical Report Import Network, opticalTestSuite.ImportAndAnalyzeNetworks, importMPZNetwork,  "C:\\GMPOautomation\\NGGMPODriver\\Input\\OpticalReport\\Networks\\MPZ_Import\\OSC_Pluggable_TNCS2.mpz" , passed
Optical Test, Optical Report Import Network, opticalTestSuite.ImportAndAnalyzeNetworks, importMPZNetwork,  "C:\\GMPOautomation\\NGGMPODriver\\Input\\OpticalReport\\Networks\\MPZ_Import\\PLDT_SAi.mpz" , passed
Optical Test, Optical Report Import Network, opticalTestSuite.ImportAndAnalyzeNetworks, importMPZNetwork,  "C:\\GMPOautomation\\NGGMPODriver\\Input\\OpticalReport\\Networks\\MPZ_Import\\Test11.mpz" , passed
Optical Test, Optical Report Import Network, opticalTestSuite.ImportAndAnalyzeNetworks, importMPZNetwork,  "C:\\GMPOautomation\\NGGMPODriver\\Input\\OpticalReport\\Networks\\MPZ_Import\\Test12.mpz" , passed
Optical Test, Optical Report Import Network, opticalTestSuite.ImportAndAnalyzeNetworks, importMPZNetwork,  "C:\\GMPOautomation\\NGGMPODriver\\Input\\OpticalReport\\Networks\\MPZ_Import\\Test13.mpz" , passed
Optical Test, Optical Report Import Network, opticalTestSuite.ImportAndAnalyzeNetworks, importMPZNetwork,  "C:\\GMPOautomation\\NGGMPODriver\\Input\\OpticalReport\\Networks\\MPZ_Import\\Test14.mpz" , passed
Optical Test, Optical Report Import Network, opticalTestSuite.ImportAndAnalyzeNetworks, importMPZNetwork,  "C:\\GMPOautomation\\NGGMPODriver\\Input\\OpticalReport\\Networks\\MPZ_Import\\Test15.mpz" , passed
Optical Test, Optical Report Import Network, opticalTestSuite.ImportAndAnalyzeNetworks, importMPZNetwork,  "C:\\GMPOautomation\\NGGMPODriver\\Input\\OpticalReport\\Networks\\MPZ_Import\\Test17.mpz" , passed
Optical Test, Optical Report Import Network, opticalTestSuite.ImportAndAnalyzeNetworks, importMPZNetwork,  "C:\\GMPOautomation\\NGGMPODriver\\Input\\OpticalReport\\Networks\\MPZ_Import\\Test18.mpz" , passed
